Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.15363839268684387,0.19121085107326508,2.776679277420044,2.647286891937256
0.27424296736717224,0.4679756760597229,2.3006725311279297,1.7762459516525269
0.6333558559417725,0.7760635614395142,1.3741334676742554,1.0238415002822876
0.8271438479423523,0.8690977096557617,0.8096324801445007,0.6711330413818359
0.8762789964675903,0.8966807126998901,0.5898019075393677,0.5510501861572266
0.8934711217880249,0.8873305320739746,0.495442271232605,0.5278138518333435
0.901885449886322,0.8934081196784973,0.43471771478652954,0.48638415336608887
0.9114943146705627,0.9111734628677368,0.39676883816719055,0.41359835863113403
0.9131563901901245,0.9088358879089355,0.3625067472457886,0.40408995747566223
0.9179348945617676,0.9125759601593018,0.3393527865409851,0.3892265558242798
0.9210512638092041,0.9237961769104004,0.31773436069488525,0.37254178524017334
0.9260894656181335,0.9275362491607666,0.2919536828994751,0.35831019282341003
0.9266088604927063,0.9331463575363159,0.2870326042175293,0.322153776884079
0.9303485155105591,0.9130434989929199,0.26741617918014526,0.38368409872055054
0.931854784488678,0.9331463575363159,0.25868260860443115,0.3254539966583252
0.9340881705284119,0.9350163340568542,0.24590283632278442,0.31259438395500183
0.9353347420692444,0.9294062852859497,0.23588763177394867,0.304368257522583
0.9383991956710815,0.9317438006401062,0.22580000758171082,0.3006051778793335
0.9401132464408875,0.9312763214111328,0.21983987092971802,0.2948726713657379
0.9405287504196167,0.9415614604949951,0.21307571232318878,0.2746049463748932
0.9422427415847778,0.9453015327453613,0.2113470733165741,0.28742989897727966
0.9459304809570312,0.9322113394737244,0.1947609782218933,0.3058970868587494
0.9453591704368591,0.9284712672233582,0.19804063439369202,0.31461846828460693
0.9446839690208435,0.9453015327453613,0.19653569161891937,0.2812275290489197
0.9486314058303833,0.9415614604949951,0.18579716980457306,0.2905583083629608
0.9479561448097229,0.9289387464523315,0.17869243025779724,0.29479360580444336
0.9488911032676697,0.9424964785575867,0.18214216828346252,0.2865503430366516
0.9494104981422424,0.9434314966201782,0.17476072907447815,0.28831544518470764
0.9478522539138794,0.939691424369812,0.17774757742881775,0.2699727714061737
0.953669548034668,0.9312763214111328,0.17068149149417877,0.287145733833313
0.951591968536377,0.946704089641571,0.1652868688106537,0.2641638517379761
0.9543447494506836,0.9457690715789795,0.1604514867067337,0.2777220606803894
0.9543447494506836,0.9462365508079529,0.15931418538093567,0.26202088594436646
0.9528385400772095,0.9420289993286133,0.16120237112045288,0.26770931482315063
0.9532020688056946,0.9443665146827698,0.15971635282039642,0.26988425850868225
0.9546045064926147,0.9471715688705444,0.1572224348783493,0.26961424946784973
0.9552797079086304,0.9429640173912048,0.15365754067897797,0.26191800832748413
0.9543447494506836,0.9509116411209106,0.15493327379226685,0.2582593262195587
0.9543447494506836,0.9495091438293457,0.15920913219451904,0.25700026750564575
0.9547603130340576,0.946704089641571,0.14910916984081268,0.2713732123374939
0.956889808177948,0.9476391077041626,0.14637070894241333,0.25629451870918274
0.958240270614624,0.9462365508079529,0.14238175749778748,0.27055221796035767
0.9562146067619324,0.9453015327453613,0.1508103609085083,0.2711467742919922
0.9576689600944519,0.9523141384124756,0.1433948427438736,0.2544235289096832
0.9602659344673157,0.9476391077041626,0.1355901062488556,0.26567816734313965
0.9597984552383423,0.946704089641571,0.1379404366016388,0.2620263695716858
0.9589154720306396,0.948106586933136,0.1414811611175537,0.2678665220737457
0.9577727913856506,0.9471715688705444,0.1417788565158844,0.2728997468948364
