Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.1482885777950287,0.15895278751850128,2.7981579303741455,2.7645294666290283
0.18407520651817322,0.2875175178050995,2.60736083984375,2.280752420425415
0.4419570863246918,0.6867695450782776,1.831291675567627,1.2634859085083008
0.7658027410507202,0.8139317631721497,1.0373554229736328,0.8527986407279968
0.8426738977432251,0.8742402791976929,0.7521073818206787,0.6222689151763916
0.8700981736183167,0.876110315322876,0.6215876340866089,0.5772808790206909
0.8858359456062317,0.8990182280540466,0.5380352735519409,0.4971994161605835
0.8958603739738464,0.8901355862617493,0.48131027817726135,0.5101883411407471
0.8960681557655334,0.896213173866272,0.4558144509792328,0.4564647674560547
0.9019892811775208,0.9121084809303284,0.4224461615085602,0.40330517292022705
0.9073910713195801,0.9097709059715271,0.391789972782135,0.3867214620113373
0.9113904237747192,0.9116409420967102,0.36796656250953674,0.38838356733322144
0.9149223566055298,0.9181860685348511,0.3476378321647644,0.37089085578918457
0.9158572554588318,0.9228611588478088,0.33748266100883484,0.3436782658100128
0.9193891882896423,0.9233286380767822,0.31960704922676086,0.33878186345100403
0.9213628768920898,0.9172510504722595,0.3078109622001648,0.3756850063800812
0.9232847094535828,0.9270687103271484,0.3000085651874542,0.3300503194332123
0.9262971878051758,0.9326788187026978,0.2836856245994568,0.3056192696094513
0.9287383556365967,0.926601231098175,0.2765708267688751,0.3146688640117645
0.9302965998649597,0.9322113394737244,0.2686311602592468,0.30686020851135254
0.9326857924461365,0.9308087825775146,0.2618635296821594,0.2925228476524353
0.9335687756538391,0.9340813755989075,0.2547837793827057,0.2891193628311157
0.933932363986969,0.9125759601593018,0.24710319936275482,0.3583023250102997
0.9354905486106873,0.9345488548278809,0.24083945155143738,0.283121794462204
0.9366332292556763,0.9317438006401062,0.23537400364875793,0.30900073051452637
0.9381394982337952,0.9373539090156555,0.22734594345092773,0.2834489345550537
0.9386588931083679,0.9350163340568542,0.2224154770374298,0.2881665527820587
0.9398015737533569,0.9373539090156555,0.21615053713321686,0.2854389250278473
0.9398015737533569,0.939691424369812,0.21392980217933655,0.2805401086807251
0.9421908259391785,0.9275362491607666,0.20321980118751526,0.2999349534511566
0.9414117336273193,0.9392239451408386,0.20985165238380432,0.28910553455352783
0.9441125988960266,0.9410939812660217,0.1975879818201065,0.28175216913223267
0.9460343718528748,0.9429640173912048,0.19205895066261292,0.2803764045238495
0.9439567923545837,0.9448340535163879,0.19508442282676697,0.2653096318244934
0.9460863471031189,0.9420289993286133,0.19199144840240479,0.2714211344718933
0.9454110860824585,0.9401589632034302,0.19362837076187134,0.29307377338409424
0.946657657623291,0.9378213882446289,0.1876286119222641,0.27669557929039
0.9458785653114319,0.9387564063072205,0.18630248308181763,0.2783607840538025
0.9490469098091125,0.9424964785575867,0.18317709863185883,0.26502153277397156
0.9482678174972534,0.948106586933136,0.17619602382183075,0.26049304008483887
0.9519555568695068,0.9406264424324036,0.17039383947849274,0.2823147475719452
0.9502934813499451,0.9415614604949951,0.17005114257335663,0.2814032733440399
0.9509686827659607,0.9401589632034302,0.16862313449382782,0.27339303493499756
0.9501376152038574,0.9420289993286133,0.1715593785047531,0.266647070646286
0.9509167671203613,0.9392239451408386,0.16678491234779358,0.26523444056510925
0.9492027163505554,0.9350163340568542,0.1681506484746933,0.2817191481590271
0.9512283802032471,0.9424964785575867,0.16816145181655884,0.27434441447257996
0.9519035816192627,0.9429640173912048,0.16411739587783813,0.25535428524017334
0.9519555568695068,0.9294062852859497,0.16421283781528473,0.3459516167640686
0.9522671699523926,0.9434314966201782,0.1612420678138733,0.2770672142505646
0.9558510184288025,0.9424964785575867,0.15478681027889252,0.28032317757606506
0.9547083377838135,0.946704089641571,0.15642112493515015,0.2714039981365204
0.9525788426399231,0.948106586933136,0.16169068217277527,0.26596593856811523
0.9532540440559387,0.9350163340568542,0.15636484324932098,0.28610727190971375
0.9528904557228088,0.9420289993286133,0.15899480879306793,0.2768343985080719
0.9534618258476257,0.9453015327453613,0.15531320869922638,0.26003411412239075
0.9567340016365051,0.9429640173912048,0.14521214365959167,0.2826089859008789
0.9554874300956726,0.9453015327453613,0.14702531695365906,0.26654982566833496
0.955747127532959,0.9424964785575867,0.14850544929504395,0.27580422163009644
0.9548642039299011,0.9448340535163879,0.15001533925533295,0.2763980031013489
0.9549680352210999,0.9415614604949951,0.15179669857025146,0.2700432240962982
0.9572014808654785,0.9406264424324036,0.14384469389915466,0.2866123616695404
0.9565262794494629,0.9410939812660217,0.14576347172260284,0.2833062410354614
0.9576169848442078,0.9485741257667542,0.14274218678474426,0.2751999795436859
0.9550719261169434,0.9406264424324036,0.14980103075504303,0.27766337990760803
0.9566301107406616,0.9420289993286133,0.14265356957912445,0.26485690474510193
0.9587077498435974,0.9490416049957275,0.1406073421239853,0.2737725079059601
0.9580844640731812,0.9424964785575867,0.14394646883010864,0.28192973136901855
0.9588116407394409,0.9462365508079529,0.1416269689798355,0.2772875428199768
