Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.15296317636966705,0.15895278751850128,2.906888723373413,2.8112094402313232
0.16615591943264008,0.20336605608463287,2.7357325553894043,2.5814003944396973
0.2775671184062958,0.45114538073539734,2.3482003211975098,1.9804892539978027
0.6413026452064514,0.7681159377098083,1.552582859992981,1.2023141384124756
0.8235080242156982,0.8676952123641968,1.0593068599700928,0.923409640789032
0.8725393414497375,0.8737727999687195,0.8731117248535156,0.8398378491401672
0.8879655003547668,0.8966807126998901,0.786251962184906,0.7566647529602051
0.8971588611602783,0.896213173866272,0.7304033637046814,0.7373526096343994
0.9011582732200623,0.8985507488250732,0.6886363625526428,0.6929172873497009
0.9057289958000183,0.8994857668876648,0.6625736355781555,0.6885200142860413
0.9071832895278931,0.9102384448051453,0.6405272483825684,0.6454773545265198
0.9114943146705627,0.9172510504722595,0.6167219281196594,0.6408008337020874
0.9142471551895142,0.9125759601593018,0.5972363352775574,0.6241390705108643
0.9173116087913513,0.9167835712432861,0.5795422196388245,0.6006227135658264
0.9178310036659241,0.9219261407852173,0.5693363547325134,0.5907362699508667
0.9209993481636047,0.9209911227226257,0.5528111457824707,0.5872936844825745
0.9215706586837769,0.9186535477638245,0.5500223636627197,0.5705732703208923
0.9235444068908691,0.9256662130355835,0.535794734954834,0.5475767254829407
0.9244273900985718,0.9223936200141907,0.5312477946281433,0.5433077216148376
0.9251025915145874,0.9308087825775146,0.5211334228515625,0.5316017270088196
0.9282189607620239,0.9228611588478088,0.5120787620544434,0.5621787309646606
0.9277515411376953,0.926601231098175,0.5110305547714233,0.5534355044364929
0.9300888180732727,0.9027583003044128,0.5035138726234436,0.5883901119232178
0.930504322052002,0.9233286380767822,0.49750611186027527,0.5431232452392578
0.931854784488678,0.9242636561393738,0.4872299134731293,0.5311645865440369
0.9312314987182617,0.9284712672233582,0.4851177930831909,0.5216946601867676
0.9338284730911255,0.9308087825775146,0.47962483763694763,0.5110464096069336
0.9323741793632507,0.9294062852859497,0.481018990278244,0.5196728110313416
0.9349711537361145,0.9373539090156555,0.46871915459632874,0.5034300088882446
0.9346595406532288,0.9378213882446289,0.4683680534362793,0.5067436695098877
0.935282826423645,0.9336138367652893,0.46125122904777527,0.5021900534629822
0.9378798007965088,0.9387564063072205,0.45614689588546753,0.49824073910713196
0.9383472800254822,0.9331463575363159,0.4547836184501648,0.4959636926651001
0.9374123215675354,0.9340813755989075,0.45655348896980286,0.48580241203308105
0.937360405921936,0.9298737645149231,0.4505558907985687,0.49267908930778503
0.9401132464408875,0.9345488548278809,0.44348233938217163,0.49765029549598694
0.940217137336731,0.9308087825775146,0.44472917914390564,0.49858543276786804
0.9385550022125244,0.9312763214111328,0.4433519244194031,0.4981902241706848
