Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.15010647475719452,0.17204301059246063,2.788705348968506,2.7080187797546387
0.23528800904750824,0.3917718529701233,2.4224133491516113,1.9286481142044067
0.6015685796737671,0.7568957209587097,1.4241687059402466,1.0137101411819458
0.8087570667266846,0.8690977096557617,0.8378254175186157,0.6625704765319824
0.869007408618927,0.8910706043243408,0.6131970882415771,0.5560036301612854
0.8886407017707825,0.8658251762390137,0.5155609846115112,0.5628170967102051
0.8967433571815491,0.9093034267425537,0.45585012435913086,0.4383249580860138
0.9058328866958618,0.9093034267425537,0.40570300817489624,0.4010927677154541
0.910040020942688,0.9130434989929199,0.3704451024532318,0.39821648597717285
0.9145068526268005,0.9200561046600342,0.34509289264678955,0.3633049428462982
0.9161169528961182,0.9242636561393738,0.32761862874031067,0.35078194737434387
0.9218823313713074,0.9270687103271484,0.30019545555114746,0.34905287623405457
0.9247390031814575,0.9322113394737244,0.2920868992805481,0.3147278130054474
0.9283748269081116,0.9312763214111328,0.2777451276779175,0.31155285239219666
0.9276995658874512,0.9130434989929199,0.27815309166908264,0.3461146354675293
0.9307640194892883,0.9401589632034302,0.25777876377105713,0.29694634675979614
0.9335168600082397,0.9298737645149231,0.24489529430866241,0.30420982837677
0.9353347420692444,0.9424964785575867,0.23459643125534058,0.2889038622379303
0.9362697005271912,0.9237961769104004,0.2325209081172943,0.31127694249153137
0.9348153471946716,0.9378213882446289,0.23555652797222137,0.287324994802475
0.9391782879829407,0.9443665146827698,0.21693362295627594,0.2753414511680603
0.9403209686279297,0.9387564063072205,0.20855195820331573,0.2832132577896118
0.9411000609397888,0.9359513521194458,0.20397327840328217,0.27635645866394043
0.9436970949172974,0.9420289993286133,0.19617491960525513,0.2707726061344147
0.9405806660652161,0.9443665146827698,0.20566074550151825,0.26758891344070435
0.9439048171043396,0.9345488548278809,0.19635969400405884,0.28724896907806396
0.9472809433937073,0.9406264424324036,0.1846875250339508,0.2742851972579956
0.9430738091468811,0.9410939812660217,0.19718614220619202,0.28024229407310486
0.946449875831604,0.9401589632034302,0.18056181073188782,0.2832667827606201
0.9489949345588684,0.9410939812660217,0.17680561542510986,0.2955673336982727
0.9493585228919983,0.9438990354537964,0.1699424833059311,0.2675842046737671
0.9515399932861328,0.9387564063072205,0.16415105760097504,0.3065311312675476
0.9513841867446899,0.9438990354537964,0.1710595339536667,0.2679517865180969
0.9526307582855225,0.9453015327453613,0.16683579981327057,0.27589860558509827
0.9490469098091125,0.9438990354537964,0.17360931634902954,0.2849029004573822
0.950657069683075,0.9448340535163879,0.1665392369031906,0.2886962294578552
0.9547083377838135,0.9424964785575867,0.1588611751794815,0.2890329957008362
0.9518516659736633,0.9448340535163879,0.1642763316631317,0.27345553040504456
0.9528904557228088,0.9181860685348511,0.16517826914787292,0.34343987703323364
0.9539812207221985,0.9453015327453613,0.15606366097927094,0.270734041929245
0.9567859768867493,0.9457690715789795,0.14749501645565033,0.27294981479644775
0.9577727913856506,0.9424964785575867,0.14541245996952057,0.2976355254650116
0.9586557745933533,0.9420289993286133,0.14262133836746216,0.2818116843700409
0.9546045064926147,0.9499766230583191,0.15349191427230835,0.25515255331993103
0.9577727913856506,0.946704089641571,0.14466053247451782,0.26730820536613464
0.955747127532959,0.9406264424324036,0.1494966447353363,0.2658827602863312
0.958032488822937,0.9490416049957275,0.14496992528438568,0.2542685866355896
0.9589674472808838,0.948106586933136,0.14139778912067413,0.2748163938522339
0.9584999680519104,0.951379120349884,0.14227856695652008,0.2630087435245514
0.9586557745933533,0.948106586933136,0.14101731777191162,0.2709466814994812
0.9512802958488464,0.9462365508079529,0.1697976440191269,0.2871936857700348
0.9582921862602234,0.9495091438293457,0.1401994377374649,0.2678698003292084
0.9617722034454346,0.9504441618919373,0.1317274272441864,0.2616400420665741
0.9605775475502014,0.9485741257667542,0.13439162075519562,0.26309341192245483
0.9586557745933533,0.9457690715789795,0.13993406295776367,0.2917121350765228
0.9573572874069214,0.9504441618919373,0.14127086102962494,0.2637964189052582
0.9606814384460449,0.9471715688705444,0.13435335457324982,0.28313907980918884
0.9588116407394409,0.9490416049957275,0.137929767370224,0.281700074672699
0.9613566994667053,0.9495091438293457,0.1284884363412857,0.2700517475605011
0.9587077498435974,0.9373539090156555,0.1344308853149414,0.2964681088924408
0.9586557745933533,0.9420289993286133,0.13759885728359222,0.28458675742149353
0.9606814384460449,0.946704089641571,0.13488836586475372,0.2659139633178711
0.9600062370300293,0.9471715688705444,0.1332123577594757,0.275824636220932
0.9626551866531372,0.9504441618919373,0.1239745169878006,0.26518896222114563
0.9594868421554565,0.9532491564750671,0.13867974281311035,0.27261874079704285
0.958032488822937,0.9415614604949951,0.1383228451013565,0.2798921763896942
0.9627590775489807,0.9546517133712769,0.12458261847496033,0.26616305112838745
0.9610450267791748,0.9490416049957275,0.12803508341312408,0.27329936623573303
0.96317458152771,0.9504441618919373,0.12630896270275116,0.28028979897499084
0.9607853293418884,0.9490416049957275,0.13033299148082733,0.2621796131134033
0.9591232538223267,0.948106586933136,0.13506434857845306,0.2793402373790741
0.9589674472808838,0.9504441618919373,0.14136919379234314,0.2888193428516388
0.9596426486968994,0.9523141384124756,0.1346265822649002,0.25417083501815796
0.964109480381012,0.9527816772460938,0.12068530917167664,0.2711116373538971
0.9610450267791748,0.9518466591835022,0.12477493286132812,0.25067275762557983
0.9624993801116943,0.951379120349884,0.1265573799610138,0.28196123242378235
0.9608372449874878,0.951379120349884,0.12789221107959747,0.25668445229530334
0.9625512957572937,0.948106586933136,0.12224964052438736,0.30453723669052124
0.961460530757904,0.9490416049957275,0.12801237404346466,0.26814165711402893
0.9578766822814941,0.9476391077041626,0.14134101569652557,0.2745720446109772
0.9646288752555847,0.9499766230583191,0.11962112039327621,0.2804723083972931
0.9652002453804016,0.9527816772460938,0.11702217161655426,0.2746931314468384
0.965044379234314,0.9448340535163879,0.11574289202690125,0.29402679204940796
0.9624474048614502,0.9523141384124756,0.11862385272979736,0.2777692675590515
0.9622915983200073,0.9523141384124756,0.1272754967212677,0.2701023519039154
0.9609411358833313,0.951379120349884,0.12415236234664917,0.24915343523025513
0.9633303880691528,0.9499766230583191,0.12019289284944534,0.26489752531051636
0.9599023461341858,0.9499766230583191,0.1296979933977127,0.26892969012260437
0.9645249843597412,0.9495091438293457,0.11895293742418289,0.2461167424917221
0.9646808505058289,0.948106586933136,0.1155494898557663,0.2835245430469513
0.9623435139656067,0.9495091438293457,0.12394661456346512,0.2818721532821655
0.9613047242164612,0.951379120349884,0.12473591417074203,0.2763431668281555
0.9630187749862671,0.951379120349884,0.12040871381759644,0.27104806900024414
0.9647327661514282,0.9551191926002502,0.11556937545537949,0.2687917947769165
0.96317458152771,0.948106586933136,0.11889135837554932,0.27573156356811523
0.9636939764022827,0.9490416049957275,0.11981834471225739,0.28852981328964233
0.9615644216537476,0.9471715688705444,0.12651288509368896,0.29050543904304504
0.9627590775489807,0.9527816772460938,0.12368348240852356,0.27748212218284607
0.9632784724235535,0.9495091438293457,0.11843625456094742,0.28546833992004395
0.9655638337135315,0.9551191926002502,0.11582663655281067,0.26867228746414185
0.9656676650047302,0.9569892287254333,0.11163590848445892,0.2546233832836151
0.9647846817970276,0.9546517133712769,0.11467450857162476,0.27197960019111633
0.9646808505058289,0.9537166953086853,0.11450448632240295,0.2655731737613678
0.9649924635887146,0.9410939812660217,0.11472125351428986,0.2949192523956299
0.9655118584632874,0.9518466591835022,0.11796197295188904,0.2773231863975525
0.9650963544845581,0.9523141384124756,0.11510870605707169,0.290229469537735
0.9631226062774658,0.9462365508079529,0.12172112613916397,0.2966481149196625
0.9645249843597412,0.9527816772460938,0.11628837883472443,0.27970048785209656
0.9658754467964172,0.9523141384124756,0.11349670588970184,0.2768544554710388
0.9638497829437256,0.9490416049957275,0.11975684016942978,0.29772403836250305
0.9628109931945801,0.9499766230583191,0.12218550592660904,0.2997412085533142
0.9642652869224548,0.951379120349884,0.11675029993057251,0.2984844148159027
0.9653041362762451,0.9509116411209106,0.11341501772403717,0.2927148938179016
0.9662909507751465,0.9551191926002502,0.11057581752538681,0.27774831652641296
0.9655638337135315,0.9555867314338684,0.11222220212221146,0.27181100845336914
0.9621357917785645,0.948106586933136,0.12940919399261475,0.28219500184059143
0.9653041362762451,0.9546517133712769,0.11128953844308853,0.27308017015457153
0.9675894379615784,0.9485741257667542,0.10728995501995087,0.28761962056159973
0.9653041362762451,0.9490416049957275,0.11459988355636597,0.3001546263694763
0.9639017581939697,0.9527816772460938,0.11856214702129364,0.28888586163520813
0.9649405479431152,0.951379120349884,0.11119842529296875,0.2839086055755615
0.9648366570472717,0.9523141384124756,0.11019057035446167,0.28622815012931824
0.9641614556312561,0.9532491564750671,0.11799170821905136,0.28816336393356323
0.9623954892158508,0.9518466591835022,0.12538285553455353,0.2903977036476135
0.9660832285881042,0.9495091438293457,0.10875165462493896,0.2865459620952606
0.9657196402549744,0.9523141384124756,0.11108602583408356,0.2816045582294464
0.9612528085708618,0.9537166953086853,0.12498351186513901,0.2894546091556549
0.9646288752555847,0.9518466591835022,0.11548341065645218,0.2982562780380249
0.965459942817688,0.9471715688705444,0.11541797965765,0.3088926076889038
0.9636939764022827,0.9523141384124756,0.1136004850268364,0.27358609437942505
0.9655118584632874,0.9551191926002502,0.10899653285741806,0.28017181158065796
0.9663429260253906,0.95652174949646,0.10608742386102676,0.29063668847084045
0.9666545391082764,0.9551191926002502,0.10936450958251953,0.2782993018627167
