Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
0.08214285969734192,0.06476190686225891,3.1491687297821045,3.071584939956665
0.13970588147640228,0.2666666805744171,3.0105464458465576,2.8559999465942383
0.20924369990825653,0.28761905431747437,2.8515045642852783,2.6343400478363037
0.2773529291152954,0.3266666531562805,2.622096061706543,2.424682378768921
0.3134033679962158,0.3328571319580078,2.4259533882141113,2.3434057235717773
0.3244117498397827,0.3340476155281067,2.3535704612731934,2.311711072921753
0.3279411792755127,0.3345237970352173,2.3195765018463135,2.287574291229248
0.322857141494751,0.3345237970352173,2.3016152381896973,2.273033380508423
0.322226881980896,0.3345237970352173,2.2784688472747803,2.247629404067993
0.3279411792755127,0.3345237970352173,2.261852741241455,2.232628345489502
0.3271428644657135,0.3345237970352173,2.250847578048706,2.2236406803131104
0.3305042088031769,0.33523809909820557,2.232388973236084,2.198662042617798
0.3313445448875427,0.33547618985176086,2.218273162841797,2.1866304874420166
0.3334873914718628,0.33666667342185974,2.19553279876709,2.1627676486968994
0.3379831910133362,0.34333333373069763,2.1806979179382324,2.144538164138794
0.3441176414489746,0.35404762625694275,2.165588855743408,2.1289336681365967
0.3483613431453705,0.36000001430511475,2.1532723903656006,2.108628273010254
0.34823527932167053,0.36571428179740906,2.133957862854004,2.087252616882324
0.3569747805595398,0.37285715341567993,2.1152472496032715,2.063793659210205
0.3605462312698364,0.380952388048172,2.0956358909606934,2.038642168045044
0.3666386604309082,0.38904762268066406,2.071193218231201,2.003081798553467
0.3741176426410675,0.39714285731315613,2.04699444770813,1.9696691036224365
0.37785714864730835,0.4045238196849823,2.020338296890259,1.938681721687317
0.38092437386512756,0.4092857241630554,1.9984432458877563,1.9085280895233154
0.3872268795967102,0.41380953788757324,1.9682613611221313,1.877835750579834
0.3918067216873169,0.421190470457077,1.940340280532837,1.845531940460205
0.39571428298950195,0.43119049072265625,1.9175138473510742,1.8231656551361084
0.4071848690509796,0.44428572058677673,1.8842263221740723,1.7829856872558594
0.4146638512611389,0.4521428644657135,1.8498847484588623,1.7433040142059326
0.4147478938102722,0.4578571319580078,1.822304606437683,1.711567997932434
0.4239075481891632,0.4635714292526245,1.7912625074386597,1.6639316082000732
0.4282352924346924,0.471190482378006,1.7633944749832153,1.6259242296218872
0.439201682806015,0.4816666543483734,1.7220299243927002,1.5789521932601929
0.4490756392478943,0.5002381205558777,1.6837055683135986,1.5232285261154175
0.4545378088951111,0.5152381062507629,1.6496127843856812,1.4961453676223755
0.4685294032096863,0.5269047617912292,1.616180658340454,1.4504135847091675
0.471848726272583,0.5338095426559448,1.5870552062988281,1.4132640361785889
0.48289915919303894,0.5454761981964111,1.5485016107559204,1.3781402111053467
0.49029412865638733,0.5583333373069763,1.5160163640975952,1.3383996486663818
0.5032352805137634,0.5614285469055176,1.4790693521499634,1.3036322593688965
0.5076050162315369,0.5714285969734192,1.4470994472503662,1.274092435836792
0.5135714411735535,0.574999988079071,1.421749234199524,1.2405281066894531
0.5240336060523987,0.5845237970352173,1.3986053466796875,1.205036997795105
0.5289075374603271,0.5883333086967468,1.3645998239517212,1.1817145347595215
0.5397899150848389,0.601190447807312,1.329045295715332,1.142903208732605
0.5459243655204773,0.6109523773193359,1.3084105253219604,1.122219204902649
0.5577731132507324,0.6166666746139526,1.279862642288208,1.0978847742080688
0.5670167803764343,0.6269047856330872,1.2431941032409668,1.0605889558792114
0.5662184953689575,0.6266666650772095,1.2362251281738281,1.0455620288848877
0.577899158000946,0.6361904740333557,1.2000025510787964,1.0145853757858276
0.5798319578170776,0.6390476226806641,1.18649160861969,1.0015254020690918
0.5889495611190796,0.648809552192688,1.1677744388580322,0.9856420159339905
0.5949159860610962,0.6602380871772766,1.1456176042556763,0.956089437007904
0.605546236038208,0.6676190495491028,1.1262651681900024,0.9354346394538879
0.6129412055015564,0.6757143139839172,1.0965185165405273,0.9201654195785522
0.6168067455291748,0.6842857003211975,1.0868589878082275,0.9085363745689392
0.6168907284736633,0.6807143092155457,1.0728199481964111,0.8897218108177185
0.6308403611183167,0.6926190257072449,1.0425233840942383,0.8745821714401245
0.6379411816596985,0.6971428394317627,1.021898865699768,0.8552061319351196
0.6423529386520386,0.7023809552192688,1.012255311012268,0.8445007801055908
0.6482772827148438,0.7057142853736877,0.9957113862037659,0.8344745635986328
0.6547058820724487,0.706428587436676,0.9809680581092834,0.8202366232872009
0.6604201793670654,0.7114285826683044,0.9580111503601074,0.8049023151397705
0.6644117832183838,0.7140476107597351,0.9464137554168701,0.7941056489944458
0.6689075827598572,0.7166666388511658,0.93382728099823,0.7850221991539001
0.6716806888580322,0.7226190567016602,0.9271747469902039,0.7697598338127136
0.6784874200820923,0.7250000238418579,0.9107779264450073,0.7554975152015686
0.6803361177444458,0.7328571677207947,0.898589551448822,0.7418035268783569
0.6855041980743408,0.7350000143051147,0.8904348015785217,0.7351170778274536
0.6921428442001343,0.7345238327980042,0.8790384531021118,0.7308948636054993
0.6923109292984009,0.7354761958122253,0.8724420666694641,0.7183036208152771
0.7002100944519043,0.7404761910438538,0.850330650806427,0.7045046091079712
0.7002941370010376,0.746666669845581,0.8486331701278687,0.6933625340461731
0.7078991532325745,0.7530952095985413,0.8330122828483582,0.6894063353538513
0.7133193016052246,0.7507143020629883,0.8212088346481323,0.6791678071022034
0.7128571271896362,0.7502381205558777,0.8186230659484863,0.6752195954322815
0.7192016839981079,0.756428599357605,0.8013041615486145,0.669969916343689
0.7206722497940063,0.7566666603088379,0.7945843935012817,0.6605182886123657
0.7247058749198914,0.7602381110191345,0.7883418202400208,0.6499029397964478
0.7307562828063965,0.7676190733909607,0.7762132287025452,0.6446802020072937
0.7273108959197998,0.7680952548980713,0.7773888111114502,0.6423097252845764
0.7340335845947266,0.7661904692649841,0.7664750814437866,0.6348850131034851
0.7342016696929932,0.7726190686225891,0.7567413449287415,0.6236357092857361
0.7399579882621765,0.7771428823471069,0.7495425939559937,0.6183856129646301
0.7386134266853333,0.7757142782211304,0.7537394762039185,0.6146482825279236
0.7424789667129517,0.7752380967140198,0.734454333782196,0.6103700995445251
0.7448739409446716,0.7778571248054504,0.7299451231956482,0.6037797331809998
